"主聘系所","作者順序","刊物名稱","專兼任","年度","所屬計畫案","教師姓名","是否具有審稿制度","期刊出版地國家/地區","期刊論文是否為跨國(地區)合作","狀態","發表卷數","發表型式","發表年份","發表月份","發表期數","系所代碼","論文名稱","論文收錄分類","識別號","通訊作者"
"呼吸照護系","第四(以上)作者","International Journal of Biological Sciences","專任","113","CMRPF6K0083","李江文","是","美國","否","續聘","20","紙本及電子期刊","2024","1","3","3352","Promotion of ROS-mediated apoptosis, G2/M arrest, and autophagy by naringenin in non-small cell lung cancer","SCIE","701414","是"
"呼吸照護系","第四(以上)作者","Antioxidants","專任","113","ZRRPF6N0011；ZRRPF6P0011；CORPF6P0041；CORPF6P0042；CORPF6P0043","紀妙青","是","瑞士","是(跨國合作)","續聘","13","紙本及電子期刊","2024","12","12","3352","Deciphering the Liaison Between Fine Particulate Matter Pollution, Oxidative Stress, and Prostate Cancer: Where Are We Now?","SCIE","701396","否"
"呼吸照護系","第四(以上)作者","Journal of Functional Biomaterials","專任","113","ZRRPF6N0011；112-2314-B-038-118-MY2","紀妙青","是","瑞士","是(跨國合作)","續聘","15","電子期刊","2024","8","8","3352","Comparison of Optical Properties and Fracture Loads of Multilayer Monolithic Zirconia Crowns with Different Yttria Levels","SCIE","701397","否"
"呼吸照護系","第三作者","Medicine","專任","113","SCRPF3L0141","紀妙青","是","美國","否","續聘","103","電子期刊","2024","7","28","3352","Optimizing intubation technique using a single-use video laryngoscope: A comparative study in a simulation model","SCIE","701398","否"
"呼吸照護系","第四(以上)作者","Antibiotics","專任","113","ZRRPF6N0011","紀妙青","是","瑞士","否","續聘","13","紙本及電子期刊","2024","4","4","3352","The Epidemiology, Management and Therapeutic Outcomes of Subdural Empyema in Neonates with Acute Bacterial Meningitis","SCIE","701399","否"
"呼吸照護系","第二作者","International Journal of Biological Sciences","專任","113","NSTC112- 2320-B-038-029; ZRRPF6N0011; CMRPF6K0083","紀妙青","是","澳大利亞","否","續聘","20","紙本及電子期刊","2024","1","3","3352","Promotion of ROS-mediated apoptosis, G2/M arrest, and autophagy by naringenin in non-small cell lung cancer","SCIE","701400","否"
"呼吸照護系","第三作者","Virus Research","專任","113","無","陳梨文","是","荷蘭王國","否","續聘","345","紙本及電子期刊","2024","4","1","3352","The varicella-zoster virus ORF16 protein promotes both the nuclear transport and the protein abundance of the viral DNA polymerase subunit ORF28","SCI","701392","否"
"呼吸照護系","第四(以上)作者","Healthcare","專任","113","無","陳慧秦","是","美國","否","續聘","12","電子期刊","2024","8","15","3352","Critical Care Experience Shapes Respiratory Therapists' Attitudes toward Death: A Survey Study","SCIE, SSCI","701394","否"
"呼吸照護系","第一作者","Medicine","專任","113","SCRPF3L0141","陳慧秦","是","美國","否","續聘","103","電子期刊","2024","7","28","3352","Optimizing Intubation Technique Using a Single-Use Video Laryngoscope: A Comparative Study in a Simulation Model","SCIE","701395","是"
"呼吸照護系","第一作者","Journal of Clinical Medicine","專任","113","無","劉瑞芳","是","瑞士","否","續聘","13","紙本及電子期刊","2024","11","21","3352","Enhancing ICU Outcomes Through Intelligent Monitoring Systems: A Comparative Study on Ventilator-Associated Events","SCI","701419","否"
"呼吸照護系","第四(以上)作者","BMC Pulmonary Medicine","專任","113","無","劉瑞芳","是","英國","否","續聘","24","電子期刊","2024","11","1","3352","The DOSE index in chronic obstructive pulmonary disease: evaluating healthcare costs","SCI","701420","否"
"呼吸照護系","第四(以上)作者","Antibiotics","專任","113","無","劉瑞芳","是","瑞士","否","續聘","13","紙本及電子期刊","2024","11","11","3352","Evaluating the Efficacy of Inhaled Colistin via Two Nebulizer Types in Ventilator-Associated Pneumonia: Prospective Randomized Trial","SCI","701421","否"
"呼吸照護系","第四(以上)作者","Healthcare","專任","113","無","劉瑞芳","是","瑞士","否","續聘","12","電子期刊","2024","8","1533","3352","Critical Care Experience Shapes Respiratory Therapists' Attitudes toward Death: A Survey Study","SCIE, SSCI","701422","是"
"呼吸照護系","第二作者","Medicine","專任","113","無","劉瑞芳","是","美國","否","續聘","103","電子期刊","2024","7","28","3352","Optimizing intubation technique using a single-use video laryngoscope: A comparative study in a simulation model","SCIE","701423","否"
"呼吸照護系","第二作者","Biomedicines","專任","113","無","劉瑞芳","是","瑞士","否","續聘","12","電子期刊","2024","4","814","3352","Mitochondrial Dysfunction in Chronic Obstructive Pulmonary Disease: Unraveling the Molecular Nexus","SCI","701424","否"
"呼吸照護系","第四(以上)作者","Journal of Aerosol Medicine and Pulmonary Drug Delivery","專任","113","無","劉瑞芳","是","美國","是(跨國合作)","續聘","37","電子期刊","2024","4","3","3352","Effect of Interrupting Heated Humidification on Nebulized Drug Delivery Efficiency, Temperature, and Absolute Humidity During Mechanical Ventilation: A Multi-Lab In Vitro Study","SCI","701425","否"
"呼吸照護系","第四(以上)作者","Medicina-Lithuania","專任","113","無","劉瑞芳","是","立陶宛共和國","否","續聘","60","電子期刊","2024","1","2","3352","The Benefit of Hydrogen Gas as an Adjunctive Therapy for Chronic Obstructive Pulmonary Disease","SSCI","701426","否"
"嘉義分部護理系","第一作者","Antioxidants","專任","113","Chang Gung University of Science and Technology Foundation, ZRRPF6N0011 and ZRRPF6P0011, Chang Gung Medical Research Program Foundation, CORPF6P0041, CORPF6P0042, and CORPF6P0043","江耀璋","是","瑞士","是(跨國合作)","續聘","13","電子期刊","2024","12","12","3241","Deciphering the Liaison Between Fine Particulate Matter Pollution, Oxidative Stress, and Prostate Cancer: Where Are We Now?","SCIE","701446","否"
"嘉義分部護理系","第三作者","International Journal of Biological Sciences","專任","113","ZRRPF6N0011,CMRPF6K0083","江耀璋","是","澳大利亞","否","續聘","20","紙本及電子期刊","2024","1","3","3241","Promotion of ROS-mediated apoptosis, G2/M arrest, and autophagy by naringenin in non-small cell lung cancer","SCIE","701447","否"
"嘉義分部護理系","第一作者","BMC Medical Education","專任","113","111-2410-H-255-010","林春只","是","英國","是(跨國合作)","續聘","0","電子期刊","2024","10","24","3241","Exploring a learning model for knowledge integration and the development of critical thinking among nursing students with previous learning: A qualitative study protocol","SCIE, SSCI","701443","是"
"嘉義分部護理系","第一作者","Nurse Education in Practice","專任","113","無","林春只","是","英國","是(跨國合作)","續聘","0","電子期刊","2024","10","81","3241","Effectiveness of a virtual reality triage simulation program for nursing students: A mixed-methods study","SCIE, SSCI","701444","否"
"嘉義分部護理系","第三作者","Systematic Reviews","專任","113","無","林春只","是","英國","是(跨國合作)","續聘","13","電子期刊","2024","7","1","3241","Healthcare delivery to patients from culturally and linguistically diverse backgrounds in emergency care: a scoping review protocol","SCIE","701445","否"
"嘉義分部護理系","第一作者","台灣高齡服務管理學刊","專任","113","無","林家惠","是","中華民國","否","續聘","5","紙本及電子期刊","2024","9","1","3241","社區照顧關懷據點輔導經驗之困境與需求－初探研究","其他","701455","是"
"嘉義分部護理系","第二作者","Nures Educaiton in Practice","專任","113","CMRPF6M0041","洪嫦巧","是","英國","是(跨國合作)","續聘","79","電子期刊","2024","8","104096","3241","AACN competency-based essentials revisit: Evidence-based validation of entrustable professional activities in Asia","SCI","701440","是"
"嘉義分部護理系","第二作者","Nurse Education Today","專任","113","MOST111-2410-H-255-004","洪嫦巧","是","英國","是(跨國合作)","續聘","137","電子期刊","2024","6","106168","3241","Effects of an unfolding case study on clinical reasoning, self-directed learning, and team collaboration of undergraduate nursing students: A mixed methods study","SCIE, SSCI","701441","否"
"嘉義分部護理系","第一作者","Journal of Clinical Nursing","專任","113","CMRPF6K0061；CMRPF6K0062","洪嫦巧","是","英國","是(跨國合作)","續聘","33","電子期刊","2024","5","5","3241","Development and validation of a Chinese version chronic wound health-related quality of life instrument: A methodological study","SCIE, SSCI","701442","是"
"嘉義分部護理系","第二作者","Frontiers in Oncology","專任","113","無","張家豪","是","瑞士","否","續聘","0","電子期刊","2024","9","14","3241","Lifestyle and risk factors associated with elevated prostate-specific antigen levels in rural men: implications for health counseling","SCIE","701402","否"
"嘉義分部護理系","第四(以上)作者","Journal of Clinical Nursing","專任","113","CMRPF6K0061and CMRPF6K0062","張家豪","是","英國","否","續聘","33","紙本及電子期刊","2024","5","5","3241","Development and validation of a Chinese version chronic wound health-related quality of life instrument: A methodological study","SCIE, SSCI","701403","否"
"嘉義分部護理系","第三作者","Wound Management & Prevention","專任","113","無","張家豪","是","美國","否","續聘","70","電子期刊","2024","3","1","3241","Pressure Injury Risk Factors in Patients Undergoing General Anesthesia Surgeries","SCI, SSCI","701404","否"
"嘉義分部護理系","第一作者","Frontiers in Endocrinology","專任","113","無","張家豪","是","瑞士","否","續聘","4","電子期刊","2024","1","14","3241","A novel nomogram for predicting cardiometabolic diseases from modifiable risks in middle-aged adults-implication for health education","SCI, SCIE","701405","否"
"嘉義分部護理系","第四(以上)作者","長庚護理","專任","113","無","梁蕙芳","是","中華民國","否","續聘","35","紙本","2024","3","1","3241","運用健康識能概念於肺阻塞病人的護理經驗","其他","701390","是"
"嘉義分部護理系","第二作者","台灣護理學會 實證健康照護知識館","專任","113","無","梁蕙芳","是","中華民國","否","續聘","0","電子期刊","2024","1","0","3241","兒虐病童行創傷知情護理是否能降低行為問題?","其他","701391","是"
"嘉義分部護理系","第二作者","Wound Management & Prevention","專任","113","無","許翠華","是","美國","否","續聘","70","電子期刊","2024","3","1","3241","Pressure injury risk factors in patients undergoing general anesthesia surgeries","SCI, SSCI","701427","是"
"嘉義分部護理系","第四(以上)作者","Applied Physics A-Materials Science & Processing","專任","113","無","郭星君","是","德意志聯邦共和國","否","續聘","130","紙本及電子期刊","2024","11","11","3241","Studies on high quality GaN/AlN deposited on glass substrates by radio-frequency reactive sputtering","SCI, EI","701415","是"
